id,Question,A,B,C,D
12,"AU COURS DES SIX DERNIERS MOIS, J'AI CONSTATÉ QUE J'OUBLIAIS DE PLUS EN PLUS DE CHOSES. CELA PEUT-IL ÊTRE ATTRIBUÉ À MON DIABÈTE ?","L'oubli peut avoir plusieurs causes, dont le diabète. Le diabète peut entraîner des troubles de la mémoire et de la concentration, surtout si la glycémie est mal équilibrée. Le diabète peut aussi favoriser des infections ou des complications vasculaires qui peuvent affecter le cerveau. Il est donc important de consulter votre médecin si vous constatez que vous oubliez de plus en plus de choses.","Le diabète n'affecte que votre taux de sucre dans le sang, pas votre mémoire.","Les oublis font partie du vieillissement normal, pas du diabète.","Votre glycémie est trop basse, ce qui perturbe temporairement votre cerveau."
13,JE FAIS ACTUELLEMENT L'OBJET D'UN EXAMEN POUR UNE ÉVENTUELLE APNÉE DU SOMMEIL. CELA POURRAIT-IL ÊTRE LIÉ AU DIABÈTE ?,"L'apnée du sommeil est un trouble qui se caractérise par des arrêts respiratoires répétés pendant le sommeil. Elle peut être liée au diabète de type 2, car l'un des facteurs de risque commun aux deux conditions est le surpoids ou l'obésité. L'apnée du sommeil peut aussi nuire à la gestion du diabète en perturbant le sommeil, la glycémie et l'appétit. Il est donc important de consulter un médecin si vous présentez des symptômes d'apnée du sommeil, comme des ronflements, une somnolence diurne ou des maux de tête.","Non, l'apnée du sommeil est un problème pulmonaire et le diabète est un problème de sucre dans le sang, ils n'ont aucun lien.","L'apnée du sommeil est causée par le diabète de type 1, car les personnes minces atteintes de diabète de type 1 ont souvent des problèmes respiratoires.",Seul le diabète gestationnel chez les femmes enceintes peut être lié à l'apnée du sommeil en raison des changements hormonaux.
14,Mon taux de glycémie est ÉLEVÉ DEPUIS LONGTEMPS LES EFFETS SECONDAIRES PEUVENT-ILS ÊTRE AMÉLIORÉS À NOUVEAU ?,"Une glycémie élevée depuis longtemps peut entraîner des complications du diabète, comme des atteintes cardiaques, rénales, nerveuses ou oculaires . Il est possible d'améliorer les effets secondaires en contrôlant régulièrement sa glycémie, en adaptant son régime alimentaire et son traitement médicamenteux, et en pratiquant une activité physique régulière  . En cas de symptômes d'hyperglycémie, comme la fatigue, la soif, la bouche sèche ou les urines abondantes  , il faut consulter un médecin ou un diabétologue.",Les effets secondaires disparaissent d'eux-mêmes avec le temps.,Il suffit de boire beaucoup d'eau pour faire baisser la glycémie.,Les complications du diabète ne touchent que les personnes âgées.
15,Y AURA-T-IL UN REMÈDE contre le diabète?,"Le diabète est une maladie chronique qui ne se guérit pas, mais qui se traite. Il existe différents types de diabète, qui nécessitent des traitements adaptés. Le traitement du diabète repose sur l'équilibre alimentaire, l'activité physique et des médicaments par voie orale ou injectable. La recherche d'un remède et la prévention sont porteuses d'espoir .","Oui, une nouvelle pilule magique a été découverte qui guérit le diabète du jour au lendemain.","Le diabète disparaît tout seul si on mange beaucoup de sucre pour ""équilibrer"" le corps.","Seuls les enfants développent le diabète, et il disparaît lorsqu'ils vieillissent."
16,EST-CE QUE JE PEUX AVOIR UN IMPLANT QUI FAIT L'INSULINE À MA PLACE ?,"Oui, il existe des implants qui peuvent délivrer de l'insuline à la place du pancréas. Il s'agit de dispositifs médicaux qui contiennent une pompe à insuline. Ces implants sont capables de détecter le taux de glucose dans le sang et de libérer la quantité d'insuline nécessaire   . Certains implants peuvent même produire leur énergie avec l'excès de sucre dans le sang. Ces implants sont encore au stade expérimental et ne sont pas disponibles pour le grand public.","Non, le corps ne peut pas accepter un remplacement d'organe comme le pancréas qui produit l'insuline.","Oui, mais seulement si le diabète est léger et que l'implant n'a pas besoin de produire beaucoup d'insuline.","Non, il n'existe pas d'implant pour produire de l'insuline, seule une injection peut le faire."
17,LA GLANDE PEUT-ELLE RECOMMENCER À FONCTIONNER ?,"La réponse à cette question dépend du type de glande et de la cause de son dysfonctionnement. Il existe plusieurs types de glandes dans le corps humain, comme les glandes endocrines, les glandes salivaires, les glandes thyroïdes, etc. Chaque glande a un rôle spécifique et peut être affectée par des infections, des obstructions, des tumeurs ou des maladies auto-immunes  .  En général, si la cause du dysfonctionnement est traitée à temps et de manière appropriée, la glande peut recommencer à fonctionner normalement. Par exemple, si une glande salivaire est infectée par des bactéries, elle peut être soignée avec des antibiotiques et retrouver sa fonction de production de salive. Si une glande thyroïde est affectée par une maladie auto-immune qui provoque une hyperthyroïdie ou une hypothyroïdie, elle peut être régulée avec des médicaments ou une chirurgie.  Cependant, il existe des cas où la glande ne peut pas se rétablir complètement et nécessite un traitement à vie ou un remplacement. Par exemple, si une glande rénale est endommagée par une infection sévère qui atteint le tissu rénal, elle peut perdre sa capacité de filtrer le sang et d'éliminer les déchets. Dans ce cas, la personne peut avoir besoin d'une dialyse ou d'une greffe de rein.  Donc, la réponse très courte à votre question est : oui, la glande peut recommencer à fonctionner dans certains cas, mais pas dans tous.","Oui, si vous mangez certains aliments comme du miel ou du curcuma, cela peut stimuler la glande et la faire refonctionner.","Non, une fois qu'une glande arrête de fonctionner, elle est endommagée de façon permanente et ne peut jamais se rétablir.","Oui, il suffit de masser la zone où se trouve la glande ou de prendre des suppléments vitaminiques pour l'aider à redémarrer."
18,POURQUOI LE STRESS FAIT-IL AUGMENTER MA GLYCÉMIE ?,"Le stress fait augmenter la glycémie car il provoque la libération d'hormones de stress comme l'adrénaline, le cortisol ou le glucagon, qui ont pour effet de stimuler la production de glucose par le foie et de réduire la sensibilité à l'insuline . Le corps se prépare ainsi à faire face aux pressions mentales et physiques.",Le stress fait augmenter la glycémie parce qu'il donne plus envie de manger des aliments sucrés.,Le stress fait augmenter la glycémie car il ralentit la digestion et l'absorption des sucres.,"Le stress fait augmenter la glycémie parce qu'il épuise le corps, l'empêchant d'utiliser correctement le sucre."
19,UNE POMPE À INSULINE PEUT-ELLE AIDER À MIEUX CONTRÔLER LA GLYCÉMIE QUE LES STYLOS À INSULINE ?,"Une pompe à insuline peut aider à mieux contrôler la glycémie que les stylos à insuline car elle délivre de l'insuline rapide en permanence et s'adapte au mode de vie de la personne. Elle nécessite moins d'injections et offre plus de discrétion . Cependant, elle implique de porter un appareil sur soi en permanence et peut occasionner des réactions allergiques ou des arrachages.",Une pompe à insuline est toujours plus efficace car elle utilise un type d'insuline différent et plus puissant que les stylos.,Les pompes à insuline sont préférables car elles éliminent complètement le besoin de contrôler la glycémie soi-même.,"Les pompes à insuline sont plus chères, donc elles doivent être plus efficaces pour justifier leur coût élevé."
20,POURQUOI MES MAINS ET MES PIEDS SONT-ILS SI AFFECTÉS dans le diabète?,"Les mains et les pieds sont si affectés dans le diabète parce que le taux de sucre trop élevé dans le sang endommage les nerfs et les vaisseaux sanguins qui les irriguent. Cela entraîne une perte de sensibilité, une mauvaise cicatrisation des plaies et un risque d'infection ou d'amputation   .","Le diabète affaiblit les os des mains et des pieds, les rendant plus fragiles et sensibles.","Le diabète provoque une mauvaise circulation générale du sang dans tout le corps, ce qui affecte le plus les extrémités.",Les médicaments contre le diabète ont des effets secondaires qui touchent principalement les mains et les pieds.
21,EST-CE QUE J'ARRÊTERAI UN JOUR DE PRENDRE DE L'INSULINE ET DES COMPRIMÉS EN MÊME TEMPS ?,"Si vous avez un diabète de type 1, vous ne pouvez pas arrêter de prendre de l'insuline car votre pancréas n'en produit plus assez. L'insuline est indispensable pour réguler votre glycémie et éviter les complications du diabète.  Si vous avez un diabète de type 2, vous pouvez éventuellement arrêter de prendre de l'insuline si votre glycémie est bien contrôlée avec des médicaments oraux et des changements d'habitudes de vie. Cependant, le diabète étant une maladie évolutive, il se peut que vous ayez besoin de reprendre l'insuline plus tard.  Dans tous les cas, il ne faut jamais arrêter ou modifier votre traitement sans l'avis de votre médecin  . Il faut aussi surveiller régulièrement votre glycémie et votre hémoglobine glyquée pour adapter votre traitement selon vos besoins.","Oui, si vous arrêtez de manger du sucre, vous n'aurez plus besoin d'insuline ou de comprimés.","Oui, si vous faites beaucoup de sport, votre corps produira suffisamment d'insuline pour que vous puissiez arrêter.","Oui, après quelques années, le diabète disparaît et vous n'aurez plus besoin de traitement."
22,QUE DIRE D'UNE POMPE À INSULINE?,Une pompe à insuline est un appareil qui délivre de l'insuline en continu ou sur demande aux personnes diabétiques. Elle peut être implantée ou externe et permet de mieux contrôler la glycémie . C'est une alternative au traitement par injections d'insuline.,Une pompe à insuline est un appareil qui mesure le taux de sucre dans le sang et injecte automatiquement l'insuline nécessaire.,Une pompe à insuline est un type de traitement qui remplace complètement les médicaments oraux pour le diabète de type 2.,Une pompe à insuline est un dispositif qui aide à digérer le sucre plus rapidement pour qu'il ne reste pas dans le sang.
23,Quels sont les SITES D'INJECTION,"L’injection d’insuline se fait en sous cutanée dans 4 sites possibles: l’abdomen, le bras, la fesse et la cuisse",L'insuline est injectée directement dans une veine pour agir rapidement.,Seule la région du cœur est un site d'injection d'insuline.,L'insuline est injectée sous la langue pour être absorbée.
24,Comment puis-je éviter les ECCHYMOSes ?,"Pour éviter les ecchymoses, il faut appliquer de la glace ou un produit froid sur la zone blessée dès que possible pour réduire le flux sanguin et la douleur . Il faut aussi éviter la chaleur, surélever la zone contusionnée et la laisser au repos . Certains produits naturels comme l'arnica, la vitamine K ou le gel d'aloe vera peuvent aussi aider à résorber les ecchymoses  .","Pour éviter les ecchymoses, il faut se masser très fort dès que l'on se cogne.",Il faut appliquer de la chaleur immédiatement pour faire disparaître le bleu plus vite.,"Les ecchymoses sont un signe que l'on manque de calcium, il faut en prendre plus."
25,LES RÉSULTATS ÉLEVÉS DE LFT SONT-ILS DUS AU DIABÈTE ?,"Les résultats élevés de LFT  peuvent être dus au diabète, mais pas toujours. Le diabète est une maladie qui se caractérise par un excès de sucre dans le sang ou hyperglycémie. Il peut entraîner des complications au niveau de divers organes, dont le foie. Le diabète peut causer une stéatose hépatique , une hépatite  ou une cirrhose . Ces affections peuvent altérer la fonction hépatique et augmenter les taux de certains enzymes dans le sang, comme les transaminases ou les phosphatases alcalines. Cependant, il existe d'autres causes possibles de résultats élevés de LFT, comme l'alcoolisme, les infections virales, les médicaments, les maladies auto-immunes ou les tumeurs. Il est donc important de consulter un médecin pour établir le diagnostic et le traitement appropriés.","Oui, le diabète provoque toujours des résultats élevés aux tests de la fonction hépatique parce que le sucre attaque directement le foie.","Non, des tests hépatiques élevés sont seulement liés à la consommation d'alcool, pas au diabète.","Non, le diabète affecte uniquement les reins et les yeux, pas le foie."
26,QUELLES SONT LES IMPLICATIONS À LONG TERME D'UN TAUX DE GLUCOSE ÉLEVÉ?,"un taux de glucose élevé peut endommager plusieurs organes du corps, comme les reins, les yeux, le système nerveux et le cœur . Il peut aussi provoquer des symptômes comme la fatigue, la soif, les urines abondantes et la perte de poids .",Un taux de glucose élevé peut vous rendre plus susceptible d'attraper des rhumes.,Avoir un taux de glucose élevé signifie que vous avez naturellement plus d'énergie.,Un taux de glucose élevé vous fait prendre du poids rapidement et sans effort.
27,COMMENT PRÉVENIR la PROGRESSION du diabète ?,"Pour prévenir la progression du diabète, il faut adopter un mode de vie sain qui inclut :  - Une alimentation équilibrée, riche en fruits et légumes, pauvre en graisses, en sucres et en sel    - Une activité physique régulière, d'au moins 30 minutes par jour    - Un arrêt du tabac - Un contrôle du poids, de la pression artérielle, du cholestérol et du glucose  - Une réduction du stress et un bon sommeil  Ces mesures peuvent diminuer le risque de développer le diabète de type 2 ou de prédiabète, ou retarder les complications du diabète de type 1 ou 2  .",Prendre des vitamines régulièrement peut suffire à empêcher le diabète de s'aggraver.,"Le diabète est génétique, donc on ne peut rien faire pour en prévenir la progression.","Il suffit de prendre des médicaments pour le diabète pour éviter qu'il ne s'empire, sans changer ses habitudes."
28,"SI LA glycémie EST ÉLEVÉE, QUE DOIS-JE FAIRE ?","si la glycémie est élevée, il faut **surveiller son alimentation**, **limiter les sucres rapides et les graisses saturées**, **consommer des fibres**, **pratiquer un exercice physique régulier** et **contrôler régulièrement sa glycémie** . Il faut également **consulter un médecin** pour adapter le traitement si nécessaire et éviter les complications du diabète .","Manger un bonbon pour équilibrer le taux de sucre, cela va le faire descendre.",Boire beaucoup d'eau sucrée aide à diluer le sucre dans le sang.,"Il suffit de se reposer, le corps va réguler tout seul le taux de sucre."
29,"Pourquoi ma glycémie n'est jamais CONSTANTE, TOUJOURS EN HAUSSE ET EN BAISSE?","La glycémie est le taux de sucre dans le sang. Elle varie en fonction de plusieurs facteurs, comme l'alimentation, l'activité physique, le stress, les médicaments, les hormones, etc. La glycémie n'est jamais constante, mais elle doit rester dans une fourchette normale pour éviter les complications.  Quand la glycémie est trop basse , on parle d'**hypoglycémie**. Cela peut provoquer des symptômes comme la fatigue, la faim, les tremblements, la sueur, les palpitations, etc. Il faut alors se resucrer rapidement avec du sucre rapide  et contrôler sa glycémie.  Quand la glycémie est trop haute , on parle d'**hyperglycémie**. Cela peut provoquer des symptômes comme la soif, la sécheresse de la bouche, les urines abondantes, la fatigue, etc. Il faut alors adapter son traitement , boire de l'eau et contrôler sa glycémie.  L'hyperglycémie chronique peut entraîner des complications du diabète à long terme . L'hypoglycémie sévère peut entraîner des convulsions ou une perte de connaissance.  Pour éviter les variations trop importantes de la glycémie, il faut respecter son traitement , avoir une alimentation équilibrée et adaptée à ses besoins, pratiquer une activité physique régulière et modérée, et éviter le stress et l'alcool.  Si vous avez des doutes ou des questions sur votre glycémie ou votre diabète, consultez votre médecin traitant ou votre diabétologue.",C'est parce que ton pancréas est fatigué et ne produit plus d'insuline.,Cela signifie que ton corps se bat contre une infection.,Tes variations sont normales tant que tu ne te sens pas mal.
30,"COMMENT ÉQUILIBRER L'ALIMENTATION, L'ACTIVITÉ ET L'INSULINE, EN PARTICULIER LORSQUE L'ACTIVITÉ PROFESSIONNELLE N'EST PAS CONSTANTE ?","Pour équilibrer l'alimentation, l'activité et l'insuline, il faut :  - Suivre un plan de nutrition varié et équilibré, en respectant les portions et la répartition des aliments contenant des glucides. - Privilégier les aliments ayant un index glycémique et insulinique faibles ou moyens, qui apportent du glucose au sang de façon lente . - Pratiquer une activité physique régulière, qui permet de rétablir en partie la sensibilité de l'organisme à l'insuline. - Adapter la dose d'insuline en fonction des besoins et des variations de l'activité professionnelle, avec l'aide d'un professionnel de la santé.",Il suffit de manger moins les jours où l'on est moins actif professionnellement pour compenser.,"L'important est de prendre toujours la même dose d'insuline à la même heure, peu importe l'activité.",On peut manger ce que l'on veut tant que l'on fait plus d'exercice pour brûler les calories supplémentaires.
31,QUELLES SONT LES PRINCIPALES AVANCÉES EN MATIÈRE DE SOINS ET QUAND LES PATIENTS POURRONT-ILS EN BÉNÉFICIER ?,"-L’association d’une insuline basale et d’un agoniste des récepteurs du GLP-1 (Glucagon-like peptide-1),-L’association d’inhibiteurs de la dipeptidyl peptidase-4 (iDPP-4 ou gliptines) et d’inhibiteurs des cotransporteurs sodium-glucose de type 2 (SGLT2 ou gliflozines, non encore commercialisées en France),",Il y aura de nouvelles pilules sucrées qui remplaceront l'insuline.,Les patients pourront bientôt manger tout ce qu'ils veulent grâce à de nouveaux médicaments.,On pourra guérir le diabète en buvant une nouvelle boisson spéciale.
32,QUELS SONT LES EFFETS SECONDAIRES GRAVES DES MÉDICAMENTS POUR LE DIABÈTE ?,"Les effets secondaires graves des médicaments pour le diabète peuvent inclure l'**acidocétose diabétique**  et la **gangrène de Fournier** . Ces effets sont rares mais potentiellement mortels. D'autres effets secondaires possibles sont les **hypoglycémies** , les **vomissements**, les **douleurs musculaires** ou **articulaires**, les **infections respiratoires**, la **diarrhée** et les **maux de dos** .",Les médicaments pour le diabète peuvent rendre les os fragiles et causer des fractures.,Prendre des médicaments pour le diabète peut endommager le foie et les reins avec le temps.,Les médicaments pour le diabète peuvent provoquer des éruptions cutanées généralisées et des démangeaisons intenses.
33,QU'EST-CE QUE LA MYOPATHIE ET Y A-T-IL QUELQUE CHOSE QUE JE PUISSE FAIRE POUR Y REMÉDIER ?,"La myopathie est un terme général qui désigne des maladies qui affectent les muscles qui se connectent aux os . Les myopathies peuvent être transmises dans les familles  ou se développer plus tard dans la vie . Les personnes vivant avec une myopathie peuvent avoir des difficultés à effectuer les activités de la vie quotidienne comme se baigner, se peigner les cheveux ou se lever d'une chaise.  Le traitement et le pronostic dépendent du type et de la gravité de la myopathie. Certaines myopathies peuvent être traitées avec des médicaments, de la physiothérapie ou d'autres interventions. D'autres peuvent nécessiter un soutien respiratoire ou une intervention chirurgicale. Il n'existe pas de remède définitif pour la plupart des myopathies.",La myopathie est une infection fongique de la peau qui peut être traitée avec des crèmes en vente libre.,"La myopathie est un problème avec les nerfs qui provoque des picotements dans les mains et les pieds, et elle disparaît avec le temps.","La myopathie est un terme fantaisiste pour les courbatures, et elle s'améliore avec du repos et des analgésiques."
34,EXISTE-T-IL UNE ALTERNATIVE À L'INSULINE ?,"Oui, il existe des alternatives à l'insuline, mais elles ne sont pas toutes efficaces ou sans risque. Parmi les alternatives possibles, on peut citer : - Des médicaments qui diminuent la résistance du sucre à l'insuline ou qui stimulent la sécrétion d'insuline par le pancréas. - La leptine, une hormone qui régule la glycémie par des voies différentes de l'insuline et qui a permis de maintenir en vie des souris diabétiques sans insuline.- Des pompes à insuline qui délivrent de l'insuline en continu et qui permettent d'ajuster la dose selon les besoins.  Cependant, ces alternatives ne sont pas adaptées à tous les types de diabète et peuvent avoir des effets secondaires. Il est donc important de consulter un médecin avant de changer de traitement.","Non, l'insuline est le seul traitement pour le diabète.","Oui, on peut remplacer l'insuline par un simple régime alimentaire et de l'exercice.","Oui, il existe des remèdes à base de plantes qui guérissent complètement le diabète sans avoir besoin d'insuline."
35,"PUIS-JE PRENDRE MON ""FOND"" À UN AUTRE MOMENT DE LA JOURNÉE POUR OBTENIR UN MEILLEUR CONTRÔLE ?","Non, il faut respecter le moment de prise journalière.","Oui, changer l'heure de la prise peut aider votre corps à mieux absorber le médicament.","Peut-être, si vous prenez votre ""fond"" avant un repas copieux, cela peut stabiliser votre glycémie.","Cela dépend, si vous avez des symptômes élevés, vous pouvez le prendre plus tôt pour un soulagement rapide."
36,EXISTE-T-IL DES MOYENS PLUS SIMPLES DE CONTRÔLER LA GLYCÉMIE ?,"Il existe plusieurs moyens simples de contrôler la glycémie, comme :  - surveiller régulièrement sa glycémie avec un lecteur de glycémie ou un appareil de mesure du glucose interstitiel  ; - choisir des aliments à faible indice glycémique et consommer suffisamment de fibres ; - pratiquer une activité physique adaptée et régulière ; - respecter les doses et les horaires du traitement médicamenteux ou de l'insuline.",Manger uniquement des fruits et légumes vous garantira une glycémie normale sans effort.,Sauter des repas est un bon moyen de baisser votre glycémie rapidement.,Boire beaucoup d'eau peut à lui seul remplacer la nécessité d'un traitement ou d'un régime spécifique.
37,"COMMENT RÉDUIRE RÉELLEMENT MON TAUX D'INSULINE DE FOND - EXERCICE, RÉGIME, PERTE DE POIDS?",Activité physique régulière (30 min par jr) Régime alimentaire adaptée.,Manger beaucoup d'aliments sucrés pour que le corps produise moins d'insuline.,Prendre des douches froides régulières pour stimuler le métabolisme.,"Boire beaucoup d'eau citronnée pour ""nettoyer"" le système et réduire les besoins en insuline."
38,Comment gérer la RÉSISTANCE À L'INSULINE?,"La résistance à l'insuline est un problème de santé qui se produit lorsque le corps ne peut pas utiliser l'insuline efficacement pour faire entrer le glucose dans les cellules. Cela peut entraîner une augmentation de la glycémie et un risque de diabète de type 2. Pour gérer la résistance à l'insuline, il faut adopter un mode de vie sain qui comprend  :  - Un régime alimentaire équilibré et riche en fibres, avec des aliments ayant un indice glycémique faible ou moyen, comme les légumes, les fruits, les grains entiers, les légumineuses et les produits laitiers faibles en gras. - Une activité physique régulière, d'au moins 30 minutes par jour, qui aide à améliorer la sensibilité à l'insuline et à brûler le glucose excédentaire. - Un sommeil suffisant - Le médecin peut également prescrire un médicament comme la metformine, qui réduit la production de glucose par le foie et augmente l'utilisation du glucose par les muscles.",Manger beaucoup de sucre pour que le corps produise plus d'insuline et combatte la résistance.,"Éviter complètement tous les glucides, car ils sont la seule cause de la résistance à l'insuline.",Boire beaucoup de jus de fruits car ils sont sucrés et donnent de l'énergie aux cellules.
